cust_id,custinfo,ccba,cdtx,dp,remit
eaade9ea3f8ee8214d80ab5090a048955614f458538013ceaf553cb19f5ba41c,1,1,0,8,0
cb1acc785bf01497b8a08d43da3bda0220f60188991af29932973d0ed03dba2e,1,13,111,29,0
6a6382285f2607befb971e10d3240fe2f3db5300926775bde3d3b3680cafd30e,12,13,160,831,0
a714e6c27955d4b6613b456883e66e96fd629ccee29d8c42fcd327d12d04ab83,1,13,282,309,0
706c2f1350b0682ce3983a1aba6aee7f8f0484de75123e4847dca07872236727,8,13,0,146,0
91afa8253cf259656cff132d41f40a7e587a2055f49e74aec47cc6094b536a87,1,0,0,211,0
e6cda67ad69480b9a9f2922c12276a6e629e24cd385afc15fe61e1532252e5fe,1,0,0,104,0
df486fe28f7b7eec8438cd93709bec517d7bbcb5b3eb300efdfc51337f38b998,1,13,240,171,0
66dc0545e988fc04bf6e587380303d30d1fb1c2744160b9934b5a087f9671e82,1,2,1,35,0
12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,3,11,1,12028,164
0aa60cf7b4d4820dc40d2c6adc7a4b7249cded75d12a1e1e2e4875115ca22783,1,13,148,103,0
1619146be59a14d77f726380b3d960e66c168a35dc74d62b5f66b7aafce53056,1,13,121,2,0
235fc2d993edddded8510d46ebd3928382423b7e0d6a728c4f41bfe3b3aa9d34,21,0,0,250,42
a35ca0ad8421ca39eaf5cb188848f888fb2fe7dc9e1da741fec337562bfea88f,7,13,191,315,44
c71a1f73b6ce39ae26516e5be4d1631e5719bf2c3ba6f6ea4de3c39603e11843,1,13,341,150,0
8427069d21194ad0b1e4ae499db55c5b78d6c13acdf5cc8cf2504a2b4916cb7e,6,13,0,108,0
9ebb9704650e26ce6b977a177c8c09f5079a1b3b78939bc71d2720e2c5781ddd,2,13,330,820,2
7808ccb43e88991bc7279816de684ded1a4a89d62b917dad45d2068bd6c0d0f3,1,13,1,141,0
302952c4fe400057db1ba19f5cc5d61629d0c209afad4fdcdc9ae1593c0bb573,1,13,93,146,0
b8036895360ec76bac5d7c0b7d47aaa9b229057bd0e560f330bf31c62d52fd09,5,0,0,137,5
6bca6f93b8059ec294ad2379cc46471e360fbe95f0cd0379eca355aef290c0b6,2,13,284,174,19
ad87180f85192a978637010ba153cd6a5e1d288d5f6bc8d34b6022600eb2fd62,2,13,292,435,0
da232e20afb01f3ab8367b42c65cfd20c7cf03a82fa72c41c2d54b2f8622986c,2,6,57,117,1
fe658d7baa891edee0a0e4212aa21417ce7f94acf4acf175c2a5e78e067da7d6,1,13,72,9,0
4baf11126c011bf8c3dd2a604a5c666443a3006075e5fab60b3d21673d07133a,1,0,0,11,0
cd6a47e39eacd9f07f51fd68794bf19d016bec56dcae168788eec1d664a545d8,1,13,0,21,0
6cf3b788fdae2916058b85337c61b7a96ee18095f3db46826ffa0858305598d6,2,13,2,60,0
96dc4930c452a4bcbe55c8d8c7a66380e53c6cf625f0bd1ec944fb6759bb270f,1,13,6,1052,0
ed864a0b931e3ff711aaa9579dc7e3ff153ae81faec330e5aa06dbb29865fdec,1,0,0,6,0
0d3e7ad0d93fda5febaf0dccd73ab1556aecc5339faa306068d79bc2cc827370,16,13,0,292,37
38071648bbb0130204660dca1d8c805d06e7610c59b2d376317c8e95bd43375b,1,13,514,89,0
8a6d524801e451d4aeb4c63d96fa0bb1043179e6a50c34be20e3d0982070c56e,4,0,0,10,4
494354f8daa63b22f0ab1048a5d43f26124ea5f017ef5e313e8b59bf1fff5e4f,12,0,0,4,0
ea7cfda9fa4837db9247d60099916df7cdb0c1c4a6351353e46fde0a2c54feca,7,13,35,192,0
173dee5e5bb638db0cbbd19917d698ec1b38d2d91a00f1640917f1cd65a7209a,1,13,506,59,0
cc61734a64024edf0437d6ae76f54458cdcb0b5da9a85a20f81e0290aaf5db3b,1,13,53,110,0
0b040c4903ee8959f79b7f294cf01d1b1e2ac8240701bc2b8d7d309656a4cd07,1,0,0,81,1
b922588731cc1039d3cea5ecd2cb09b130e166e41538bf5cf5215b773911f032,1,0,0,111,0
afff8b496437aac20055333bd4548da3913948912485c1d10e4de7a9fb71dcc0,1,0,0,237,0
2fa8302d922c26627345dd2ebb96e4a0cfbfff4ec14ec86c0196c1b6b5a01242,6,13,132,102,0
e872b4c2773badbc3c4ebb49cd2a6c4e4294a65b7ae08f6af20c0196f3df8ee8,1,13,41,1,0
eb13c5c62f81fd1be87a56955cddc79b84bfb8057c2c1e2b5bb7892d4dae5f89,1,0,0,3,0
6be2264459409d68d1530dfefa1db198980e0e24a7cf402a04cd674a08500233,1,13,2,18,0
84fa6a4801247774b7c71f73de2e573f55c201e18b50a5b4e9adb727464bdf67,2,13,26,181,9
5e9c2319b509345ebf94d40d0cfc0eacc8003814b51d58996ef870fbf803a657,1,0,0,851,0
9a7594757871fa66bee5f6b681116827dcfd05847c055ad73a082374869a9dc7,1,0,0,90,15
9926817af97faabf768a709a6671044798c6f75c76e248ce1326547f7d8180b5,1,0,0,84,6
d8b6cbc8c7378ccb205559b9bcc99eb03864a529fc531bfb3bf3784610f3545a,21,13,152,504,34
ca36e31d50e5f5979600367fa4149fb3d29ce73841a4f547625c38a0478e7e75,1,0,0,251,0
fa1919bc7f2d48288a1eab1b97b2a495557a27789cbea7484fa75596ed18e3a5,1,0,0,139,17
77e28635f14711658f04d85f1b5016c3184421f93f787c237b380f2e81f7ffeb,1,13,4,79,1
95762212daf16ed6db11583d20dbf27f231a7e6fda9f498e24a5ae9398834430,3,13,553,443,1
c8552ef5422a78e3c74c710a06d53f783ebf884534226a0216a61f41c79bafb8,1,13,43,79,0
e4abf3cf5d24add971b5c2355001c92b150e154c73c749adb47498121c2946f8,13,13,241,168,18
ee0dad3635c9ede26249c1d38562c2070671c05c01c52e76b2ad7672a6e50c05,8,0,0,465,14
9f7cbde5e6fa68649d6670f074d1ead9d97e34f873a43573737cd00f622f1b98,1,13,849,83,0
40572566b2dbedf24a53ba87c100471963587722189f59af67269a7519dacfb6,1,13,3,49,0
313c075d6c8b17ab66ffbc5d537f35b7bb816605fa01bbd5ad9ae662b48c9f30,1,0,0,36,0
0587f3c97ae1cc71be5d02217203138d761340374860d0337c5a94f914a6d398,1,10,9,537,0
fb9e3c8f9bafb39dd98d05c89f32af927f87e28e027d272e1b33525abc5abfab,1,0,0,96,0
fb8d2762f6807aef566aca98080f18a58aa72c3cd160f40ddb12f7da2a7755be,1,0,0,126,0
3094b3a4c1c565534a0a3a4b199156c402524f5b3d1aa1fc38654b1bff33a9de,1,13,0,135,0
e7ff92ca498982c490fed4dfdd0e005684a607d177d65f98e1bfa22da5b25fa7,1,13,78,161,32
ee136f2ada20196bf017d3628f2850384322a7af5eda0ff1c4fd4b41c2021a70,1,0,0,33,0
dcaad878ae7a44a757a1a2ff6bad89b8d6b6283c1511a97f575ec6770553cc13,1,0,0,41,0
83bbb69b812e50ea456483ac2ef62b14aada8dd40a085a719931c62afefa4f6a,1,0,0,41,0
b8cb473b68019c3fa08007da3c927b6381b96d730fd3e8510daebfb678d7308b,1,13,16,69,0
022bec0a12b56285bf12c49ba1512c0acdbf4176a30d96abeb0e2d4bb2222b99,1,13,0,86,0
e01690825649486bf76cfb69ff32c972eee57e072c2331373eefb1c72732fab2,6,13,0,0,0
44bbf8079e1b97342991ca9c86c4926bca51c37c3fcb9a72576ef20a199ef7a5,1,0,0,161,0
ef52f52ea8b7c499278cb7e67c72aca7675a5d802c90658d845f74344a08d869,1,13,194,54,0
64ed87c9ddcc4a625b0b39f3e47382e6319c7947dcc518064cdc82f0eb0d8b68,12,6,0,304,37
65a1f773ea0cb69b804fe1ec8b27bc801ab1110df432023b02fbc7b2c1dade26,1,1,0,4,0
422c04d715cdfbe1b87c90d4e6de76709218364c26f90f136be9fa77becd4b08,1,0,0,348,0
2c631744c3d5975645c1c541f1721e8fd2bc0e7927e517bd1f6a3c7cd899b946,1,13,280,182,0
4a899510962b1fd4f1500a286c6cb13cc25fbdc7feb0cde028c02a32e4815676,2,8,5,608,0
f41c0860cf0cb5e7b72b0ced16ab427a06fc0ad3fc0f710d1f2e1695bd4571bf,1,13,642,339,0
85bc177c6e47bf090e4e3ddae2e672e89bf15340fb5bb40e2879d62cc5d4215b,2,0,0,2,0
b0a578468b54394a9e61f2adb6abbe41fff7e7efb0898f1d14167529c341736f,3,13,7,644,0
12da1653493fda99b09d5ca125fbb1d58fa514da8d8f8ba1e28c4941679c868f,1,13,8,0,0
6b3a5c25d7aaaa94f1b88e8b5aa8345b5aae8cb5a97f881e0369392a3a66a21d,1,13,13,390,0
729f0353c588f73daa5510564873f1f54420c8ce351b070e9d043f59376daada,1,0,0,493,0
f8ce663f765e2459578d285a032a16046fba0b2bba8e12cb1a28479198535c8c,3,0,0,339,32
e442b1ca9c01ca88ebdbafc37522675c640241b6bd5174a4c866a7995dedca4b,2,13,6,14,0
476eafa417c07c1d879621b08f047c82b03c643c6b9e4bbd8f0c80e2a360b5e8,3,13,21,259,0
e1bdb85136b523fff6d3cc4721eb604dbd8e500acc32318a38d26c6855b6ff87,1,0,0,138,0
964322b3e9bd5af2377aa32c5e5e1f1354f42d19a583f7077ff91e4d4ae5ea67,1,13,304,71,0
03bbccf0289660b1a481fcfa6741ec764d66152b59488957f9710148f7d88ea2,5,0,0,0,0
a735f6fe8c45449803de115e94c3928253db62465c908a3c6f94479d32b0fed1,1,0,0,507,0
d2c660de10a9848d8f61ce045f09a9a886647042928367e17fb2f8fee7850720,1,13,0,11,0
52ae0057ef14fb63f4428ffd8a57e8e14b598dad0f638420d08ee1c2c3e58b8d,1,0,0,96,7
59137878114c4210c5f28a49b0e6ae754c0e42387a43025eafb09f04d48cb082,5,0,0,163,19
18d21fab48827e143a1483b3bb8cfcfadb86a8575cfd20a23dd0e3be11ed44ad,1,0,0,65,0
8f643cd0801854aa1180ac7bb42d9a4a29a0540655d66ebb2caf4c72ffa07143,1,0,0,190,0
0ef49d08b4af68e9cb2b2aa63198699ee7dc7b5e1c4550244b97f635560b5920,1,0,0,155,2
aea34558779aa3cf9524944674bdc5d14a9346468cdd1e33622b4396bbcc6903,1,13,193,70,0
f102029c20f1a193dd0a701d9d4b8c1e1fb53f910744ac7142af3a4f79e88252,1,13,740,20,0
0af73e104c593d31daa497ea928b04fbf52f2017bd8bb4129fa979beb75f195c,1,13,0,29,0
9ae2df3a1771be0435bdb6292d27ac2421824a57798c712b11c7b5f36e9f9094,1,13,309,452,0
2a0fdc582840f1ef3ad9b597d05f6d73533a063ef818966ef0b75bc84f3465bb,1,13,140,27,0
4178a6f364152e04f25d1f456c4441733d2bf11f088e48eb2b49c465094b9609,1,13,0,341,0
f743781d05bfc91197ac218a15c723dfbe7a178decb34328073c354b41306217,1,13,430,60,1
fee6ee67b6db61c5a7788074e412b0c0ac77b3762b3b984c73eafa677623b534,1,13,29,479,0
9fcc02b5ff439ee403d6a48d5b2d1dd57c57df02918e5095bca6eb598bf9f90c,2,13,93,399,0
bd47c67a9d9cdd26007df624ff2f0860526e1e09d3a409dbe11aaab7ddbfbd19,1,0,0,163,0
2432456794234739664c8615fa02904e03900ba460b71333bf139dfa757382a8,13,0,0,513,34
a39fea9aec90969fe66a2b2b4d1b86368a2d38e8b8d4bfeb016d17b16f37a8d8,92,13,19,25183,0
7e42b5dca9b28ee8e5545beb834361e90e6197d176b389718e6c99b10041c816,12,13,10,381,0
a6cdf6302aead77112013168c6d546d2df3bcb551956d22c96cf97652e581602,2,0,0,79,0
67f8cbb64dd3d447e992b1b299e0ceed3372188e47c88e213b16abaedf6af700,15,13,98,514,0
972ee157e63316e8a50dd489bc93730a3ee8a8959d5c6b7f9742ee5caba62cb8,4,13,568,284,0
987d4ec8dc3e172714d6a495af1eb63e1193a32f4125963de7203d948dabd204,4,13,23,319,0
36a340a7b16178420c059491e3a9045b123744479d75d1d4e95e3cf1703ca055,18,13,839,677,0
75d3d75506267e8c03152d9194b2cf0c2cb4232c886bf59dd09cf805f8e4afa0,62,0,0,219,0
9b254db192dd84e025074a786f67f3196f6920b78a9fbd97502576d8059066fc,103,0,0,349,0
a10ab33f90926fb18d7bb5e78034d7f04a1fbed95b7951eae08d57158323de9a,60,0,0,217,0
43ca84051796dcbb9ad40a9660df4bd757b1d382352bc0d8dfa08293f749ebd9,9,13,9,508,0
95836236dac30345eaf79b450af364b869724d46adc7cdefcab5ff32bc288348,45,13,534,590,0
98e0495b6af0455e2d2e0492a6988b3719857d505028c300cb92b2e61502ef77,1,0,0,0,0
a7c9713806c471d644cd8216d4a943be6f4048e0d8a59edb66eec1df4a5b3e16,43,0,0,238,0
e19835a949c31f3c41584668beeaf1159cd15a2f74c352ff1177bb34862b7e3f,1,13,326,19,0
6ef334176ad90d8917facae948f355c506689168ece99f0abccd7065cbebaebb,5,13,0,549,0
5664fb8f799d8d846a6396bf118606450244bb7f55f9b6571bc165377e377403,1,13,383,17,0
f7a269be937fa0678708a5c63db12e22c12e4e751ac76f35f1b62b3aa65221dd,1,0,0,103,0
a5a98c63a1a5c7b7d6a417c229edf43644c1e020e64f394d26deff995d77a220,2,0,0,646,0
fa81ef21a193bae90d014d04235a71e7dda88c5bfa6597b5158bbc746e7ae3f4,10,13,655,557,16
52a4ff3d05590769169b6c91f686c817c6e6112d56aa4c3a532c69f75f93ac93,6,13,48,367,0
b2ba3c316c162be08338a48cb6e5d9840f2400e41e73629ae0deb2cdd6420bda,3,13,69,37,0
4c9914b594bac26a921251f8f7c64f8088c73e57ecb6695b7434d73e5b86e26f,1,0,0,37,0
39ca3b25ccd31919fd22559e1f7f10bed1d22f1b96f13ac8538c677bbc72480e,21,0,0,712,0
18b00790f32cf968723e129e7b8184144b9b80252ec9dc6b265da01cfac7c99a,1,0,0,42,0
04b4dab6fac263b0c917eea00669abeb0fda70796c18c0f51a7c7321e990927c,29,0,0,172,29
b060b5d6c806c8833de692be9d8602772f7474902a4c299404b341bccb1f49d4,4,0,0,29,0
f00f64804f374f8416d66993d8f0c63b892bf86af47dcf593e2623c29a5ead82,2,13,691,689,0
bc6be9e6caf2b9439f31a2452753b188e7fea083f602b92125f24bc589dfb8c5,39,0,0,154,0
f88ff7eedb5f16edbb190f3992d18529186ca77e2661954413204a175d00379c,49,13,22,772,0
ccf71bf5969f7949c6f2dc704c82a61922448e204bf9bc6b59ddf6c92c6e174e,1,13,9,80,0
627c092139950602628fa87c7a27bd8679950adccfa4c9c9cd21e910963c13ff,5,13,48,192,0
a2291200c1f2bf916c1bceb62104b52a2d03b2b865b3616bea22f7131b1d5acc,1,13,0,0,0
0fb70cc7b1ffb241283614c79a40be3b84b2ca07959d88b52b209eeaba6048f8,1,0,0,14,0
7d195eb4f4ab50eb5e6ef2b1e91bf7d61d243b0bb5180bb3daa90b9a2a3e5b5f,9,13,123,807,2
7a5bb395f798e329689984d41e3e4848ace9c24c52f3806b119b8832ddcfd2cb,1,13,377,160,2
deea7839000d9f8c1e3fed53e0a1141266fb8d7149a05008bc4de475b8785c64,17,13,1651,0,0
f01f05fe20a6717f025f4a0d3666555fcd1d857522bb8a4bb3d4b883d8e55e50,12,13,406,822,3
96115737ec9dc7525f188a3d5668d8b399d38d31e73eff12388f6a193fb45da1,3,13,38,91,0
c121e5163d534845ad9f090fe7a77225ad592a814495320d56415a2447d5ede7,15,13,1448,292,0
871460b9c879a120a88d63c812c5f9cee4225d5a13c86d26be10aceebc88f9c3,3,0,0,69,0
ad09177963d7dffdef4714eb7b25e31c20ae86c046d1e9cfea6597ae5f264f32,1,0,0,102,0
124b541310713e0101c185b514ffe09ad0740ec00a23b6fb6ec47bd3e5e1ecb8,164,13,3462,2042,0
9d5991f491b1f1a9fd7410fc1aeb3bd09e3fdd84d8fe950053274202332f188a,3,13,182,1331,0
c782d3ff7148a758fb658540ea5c86845ed2745b03c548073f739bd14512b9a0,19,0,0,592,0
8104f35c68aed18fddd4e100f540b6b4e726b500cd9a7af7c0a3f7216a223f33,2,13,109,107,0
099068a1a9b89fb02b364680ce043ab3f47b1abfe8c9f533e7da789f59d27656,118,13,3573,958,0
e4a5877febd9357d19c17b1bc314e8de703cd7a77c25b0281bebe5c97dd4ba68,1,13,0,145,0
aaba30b28e01c63b173ee72c6aa5828e727917ae2aa4d7432d967b0a6afa7607,1,13,58,552,0
661f075141af9d9fb9386b9daec8a869213a1e60ef8c46ab895ed958e560445c,21,13,123,837,29
3433ecc068ed1c9e2f5037cab5d42d7b901e9bd624c1fbe15fd0b422749e41b9,2,0,0,205,0
795fa4da2a5651846e4c49cd4d955143e8d5e9cbf883fe5ff6935d71b2ef0d97,1,0,0,0,0
781aac216cd49166665fed03433eaf4f83f49b701835d2f9b1dcea8aabc11cd6,20,13,269,1078,1
7ea72e2daff29e3e15a27547514ec9eb583c4990f04d327c9c54592a79a93b0a,2,13,441,73,0
f2b4083d595c11089d82e642dac4ebd136fb8a2385ef16fbf03b417fdc45ca98,1,13,1,226,0
77eb881fb8ad47743816447a9c9f9712f64b1e42bf56fda947e58bc4cb5ba42a,19,13,20858,307,0
580670b0828a1eddea1c1f54273d4b57c3c44ec8658868e5fe4884f46543ef1d,46,13,324,1193,3
7de1cdc84de4fe3b420fd370c8d21fa2adaacb35f8c52d7d3970961cc0503272,1,13,174,101,0
b5682d7daf663b469294340258701dd3febf795648bab8b43608698a751877da,51,0,0,829,51
2a0efd4291b5e64c00dee1c4ad40821494a4420e2f37d7796087e6ff92418e06,1,13,199,87,0
a0e7d91b37f6158a7674071cd27dcac5289316d28fc3ec67ac8091a04ace75fe,2,0,0,58,0
c58e3092e037420bfbde0adaf2f7a4ccb654c5dedac68366a3ca4c2fc674d047,33,13,11620,193,0
a0861608615a9365d90f4ba0a813c0ea0471987f925c8ba0b81d6356af5c2b2f,8,2,3,504,0
adb20f4d429c5a98fa6feb4a00061d4eacfc66b5b05b2918c9bcaac14a016778,1,13,0,240,0
9a1b8b6f1e57ba6b7c61bfbd898e9b115c3a8df02819c47947ca76f2c64b1b5d,110,13,673,178,0
14876713c0436f76dc15f527b50a67c0b7ecc50af299ff5daf10642cc02d1a1c,40,13,258,336,0
303dfa33d4bc13ac299a77114f5c11688cffe12faa9d8d45e218d97a0e58b3d4,4,0,0,15,0
c27dd723daf9db93808c51343db6c099a67d8a7734d689dfb8d351e41a9f5d4b,70,0,0,324,0
a98c7b12dca3bb6649172c780b2793a701602345ce4b2194ecb2aa7f9868c34f,71,13,7,911,0
c8a808343cceb65e3ca94860106d4c702184360ecc71a29afe80ab9e9c5934d1,3,0,0,307,0
60bc6ba965192b1a9ae2f674ba3419008e64ed0d71c37270540ab7bdf67b3237,18,0,0,728,0
eaa5624331d84ac6efb2c59035fa7656e5f7d32b2ff90b271fec833c009a34fd,1,13,790,234,0
ed845115d741208fae21a89eea97fa93b5fdb30242ec29a9dbd43cfd2e8ffc49,2,13,180,136,2
25cf26d9c40bb9f71292b809c4f92018b9bdfe3529c5106edffaa7943b284e9a,1,13,28,48,0
23065a25ef27d53d6361add1dd9f1b84f2c65193e021ec2a5bd41df59b109448,1,0,0,442,0
96d6e3de3b789c1ee88ad985ee66c404671f488b63b6d0b03571f9daf09e937b,1,0,0,4,0
2a69f19a029ad23ed20941fd191534d140fe3adcee0bc170f43bf218bd5909ad,4,0,0,667,0
df687b19349040a877e7dcbfdee38d1b26286dc0fb37cb02774049dcff2b473d,5,0,0,385,0
e7bcfe4ed604a24b9ef86224fdcd01f05ea0a83767f8bfaf3d2c4f0641ac8d31,35,13,1189,2018,158
8173686f4ba325ede4f56f61f86a68298f3bb7ce47e3d4ea2c928ce16821e3ab,81,13,55,861,0
8c26d6023c05768c0e82f08b50df1c545724e458bba803ab658893491b2641b7,1,0,0,0,0
456953d00ef6aae8598b680d542a215297c7c187cb8a7a96f65d1cf46d368862,1,0,0,114,0
0ff999d5247385a45c0a79aab6b5cfd0d448abd6b3772c9e1b460c5a07cb5cf7,1,13,1356,395,0
3c6a5c2ee3b4be489e7df02658f5faa87eabba4de72dc924d534d955189ec661,4,13,0,928,0
0e0bd5ae68fb417d2db6ccb1df8b372ae602c16af885c9b3df023cf59cdfa0b0,1,13,29,231,0
ab8c8fe9ca14b4f08634e55ba1830cffbe1a1daecdbe77dfacb0408d35265e3b,11,13,598,854,5
1f5272883b211fc8079c04811cf8a1c816b9c190e83e9c0eee92a61b573c1a37,1,13,379,275,3
c5de8ff5cbd1b569805859d1fc9cfbc4f7b7575e100e3b0e70040f10176c4338,1,13,30,194,0
1c23013102e1abd95105fe8b81636fbf37e707bf469c4743d570cad43c22fa6b,1,13,100,43,0
210434cf404d2ff24a2046720b74e5d05b5291efeaf92e8f8a25e3bbd3901a91,1,0,0,26,0
872a07711d9e20655c314f95862868a5d673d0146270088031814aaee5dc95fc,1,13,73,20,0
bbd08afbcc269f4f1c41f7d821330fd84bc8126e4a1b06fa5f280128f3962211,1,13,74,513,0
c7424815baa4c55e85ec8b4920ecd71dffbd7f92edb08c2bac6ad0598d3f2538,45,13,578,1594,0
d2085430c1ecf2de1dee543d55341dbbf3d394321220630d7c2e6d08a199791c,27,13,747,1565,4
2736f06dc479109d649382e557f4853df13a6056663ded5ad2b1c3295d3d6933,1,13,249,541,0
f76a299a4cb65cca0a1722b50fad054b3ed49804fa9fd49fc61efb68d7479d4a,1,13,15,0,0
f0f7f05a7c4c687ddc80ed9cb25bf6cdd000f46671e81edd91cf7970caeafd05,1,13,153,12,0
a328fe9cf62dfb1ce1e1beaae1b725eef82251416b22bce604ad073057e35738,1,13,305,94,0
7c413ca06153818aa363bfc73cae27e0a60b321bc86143eb81e6597cae595f13,7,13,431,645,1
a3de7e2478bc47ead46b0882691ce44fa36e6c0451072adf0eefcfad352a2ebd,1,0,0,43,0
6f5ca5e877aafd2923a46b6279cdd6dfe7fe3e31e6ff18cd1417d3ab6ddc2372,19,13,441,219,0
27d2c70d1a7548ef52b58df924490229381c83d6ee7daca2aa2a8fb4db10e653,1,13,95,471,0
3f254708fb1bdf60accd98a3fb68a598b0763e0a69ec667535db9ef1cfe6c5aa,1,0,0,76,0
2d1e267400087bb59c05708d9f36894ba257000377e67c42a00701dd45af9746,44,13,549,609,0
5af5081850be4cfd36d8b7f86922263acdd6964197d2cdecdebfdb3ee9badc3c,3,13,0,250,19
9b6426b3746cb77aa71146a0850448cce1814d7d0994edff05a4f6cfe3a087cf,79,13,1602,483,0
1e598f26a41d0d72d6dbf0687dea8b20b6daf55dcb6de44f0c1fcbd71f3c4a85,1,0,0,723,1
3c6c6cd10a7bacb7a65248ae9b254082d14f333b2053bfec76db66d10a0f62f6,1,13,0,116,0
4cda68aa141edb14c5b79c0df55e262b379f56013ab92cbd7704b782ac9f9372,3,0,0,200,1
ae5fd9066e45f6a3504d0c2ca9df44ae477bee442693c2672268461e8a00fe7f,1,13,144,71,0
743e05bb2807fdfbfb2ad5b94f9e93f0ac4857349e7c535686d44846a41cb808,2,13,0,1561,0
81d9e1eee251afbf4016751b3b4e813d5f29b9dd1bc18536d4e2fc2e3644f553,1,0,0,0,0
45d908ef0166944fc6c63aa0209850ceef7100e6a7d8e50b1409c655e87b4777,1,13,0,11,0
4fe2ccf0d26b54f5afb9cdb87c8c37a1bab5f3207afa5d55d7803720160ca2d9,1,13,0,0,0
623d4d4929d1f7d1fb5622fffd3a5c4c2a4b41c4db06102e83005f7df2b096ed,7,0,0,69,0
43149566e7e8a3162259eb6c4a1acca3df72d62898442e3646fa70c56d5c46f7,1,0,0,17,0
c566b375c74aa3c5ed7f14f99f8251793e2db7e76bb79809e9879b44bfda1e74,1,13,141,234,0
24b504af6227e49b341cfc93e80fdda3465a8c9aa8a88bab4d4e6232f8c15778,5,0,0,108,0
de8767b968a9a6a2436eccf3c0c1b434472f5678501fb8f9e84c6b03958be36b,46,0,0,189,0
27bd6a2415f5812d7050fd8d5346877e8c294c6940f1eaf934a9063437f940cc,1,13,188,739,0
dea4f0133a64b08952cdeb64a2d344e6e58cc35bae45c225f1cd9acc53aae22f,1,13,1,0,0
b7def299e24a5182e153923e5a5eced18fb53fe28612930e322f62020b5a8ca5,3,13,311,241,0
2b548a76da67aa745ec6eb697e16ffe72f7dd41b0dfd2abfaa284ec27050eee4,1,13,218,24,0
0f0db751d8778f0f7e0b3f932e8afc86259b047440d71d388ece7d792a06b672,4,0,0,913,0
947e627e4627599e994598a747dfd11a2a17c1a2d11ada7d4b8c26a79e53b8f1,81,13,508,1414,0
852a20ec5560935d3f2e3381c1a077a6bc0a4012b13b255ba0ff2a660d150860,19,0,0,257,23
8629e2c8d7cc2a96ec9a15cc9a985f8ffe664460a321337f46ef04cde2a36265,1,0,0,218,0
d17644813c30c0a23672eefcfdc8261d3ceb1821da84a70775d5cf2467de6ef3,2,12,477,2354,0
50f3a8fe3cbff58ef6706991bef4eef8ac034957627a95d9fb0931af8f6e8e1e,1,0,0,952,0
e171c7d4ca36f8570e37696f13a4cb1d99f6f1d971b98dca8d5be20e60ef58f9,1,13,1,2,0
79c0f12d366bd5586cceed25f94f366d57cfbe2d59e4c3d6c7a04e3d07be8c97,27,13,0,497,49
ecdd59bd0be26d9ab29afea6678be8fcb8d3b06a87a491291c83fc443eb9234b,6,0,0,37,0
a71df476115656a1341eb22b50024c9a9445233ef89b53f19f2f361a011f1ab5,1,13,12,262,0
c2b078cfc6013b175e204356d5e662d4e6b82d11b5a828a1260428bb4609606e,3,13,124,390,0
371e922f71d97ce37220abfeacf06a43da652ee1b41ac3a12352325e91c42b90,2,13,389,0,0
bf407c0c11ae06f9ec0578663face5601c4edb8ecadb9c660d72163a042dd66e,7,13,419,805,0
94ccc13cdc593e185542e9de2e9bfa35ff2ad903bdcbf0a792ef99097badfda3,36,13,1,412,0
c99f847ff3f878664fa436e844fca6210e1ce9ebb0348f52934a64bf6bbbce9b,1,0,0,91,0
de6b5937113f55cfe65db71db8532d2d30fe51fbdd76490184fe6738a79b2f6c,2,0,0,54,0
0bec593b3a48cddfbb0f356e8d64186c003bff70fbfd44b496f691c659b9de0f,41,13,175,1216,0
5824e5c9177e2dff39a67f23b1d1937589311f34161f741e6b4c01254da7f4ff,1,0,0,192,0
1b2e086ddd346d96fc1d6e1ffe8826e9282c80b7dc5d3afcb92bbd8132c3e528,3,13,47,818,1
7dc094a8ab5bbb66cd65a57b8da3e077d600f775e2263a951c847813653c535d,27,13,440,588,0
7fde997da7e7a95280460889004bd2f23050bd8953de7ea648bd3fd9fc977fde,1,13,374,160,0
b4653028c47d5c361ab3f4d19400c158531a081aa3a411191b4317bc9ba3937a,19,13,401,1091,0
672269fee20339213c49850d70885790bea62d9d93f5f76828fb8de1542a0f27,3,13,0,0,0
1665438fb88241e14b52fe9d45243c3cc90c20683ed0fdff656aa28c73fb94f5,1,0,0,60,0
f52f83fcc2cf076b66d5a9149b9935021d1d67c99c61124db350dbd229df75ae,14,13,4509,748,0
47ceb80b1f3240c8f502ae0e3291762c03275631ae039090739cd142fbff82d3,1,0,0,397,0
d9e29fdbed820a3926c21e2dec952f031a898ca50b10c27605ed48478a172d8d,35,13,856,1578,0
1bde61b67192a4b274f3b6b4f36c24e779572fc583adf569a370d4c2ea2ccd2c,11,0,0,556,0
194a443b1f75ed891fb12220ca0574f1c9c653abe3a7868b9b19eaa25bae66be,4,0,0,915,0
18270c5ef2aeb41c888410e4a46ad8cbc3f16b6c07084ce9381da2b636d2a191,90,13,701,2867,0
28a0198d9a309d0667f7a77a0fad54c2ec8bd3c8ebbdbbd88064368fe7c6cec7,1,13,41,114,0
e4f0e4914cdb59de94496e67b55f1734e4cfa62aa7904a88f67751916a4d42cf,42,13,1815,33,0
a0dc9c3fd59b4a0c503ae25d20ab21e94ba041dba2a64816c2dee5267f59c5e6,1,13,20,54,0
